Course Code,Course Title,Session,Credit,Class Time,Start Time,End Time,Instructor,Cross Listing Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
LAW 102 LEC 3,Introduction to Pakistan Legal System,16W,4.0,4:00p-5:50p,16:00,17:50,TBA,,1,0,1,0,0,0,0
LAW 220 LEC 1,Contracts,16W,4.0,1:00p-2:50p,13:00,14:50,Sheharyar Sikander Hamid,,0,1,0,1,0,0,0
LAW 220 LEC 2,Contracts,16W,4.0,11:30a-1:20p,11:30,13:20,Syeda Zehra Zaidi,,1,0,1,0,0,0,0
LAW 222 LEC 1,Torts,16W,4.0,2:00p-3:50p,14:00,15:50,Syeda Zehra Zaidi,,1,0,1,0,0,0,0
LAW 222 LEC 2,Torts,16W,4.0,3:30p-5:20p,15:30,17:20,Ahmed Hasan Khan,,1,0,1,0,0,0,0
LAW 240 LEC 1,Criminal Law,16W,4.0,10:00a-11:50a,10:00,11:50,Angbeen Atif Mirza,,1,0,1,0,0,0,0
LAW 240 LEC 2,Criminal Law,16W,4.0,4:30p-6:20p,16:30,18:20,Hammad Saeed,,0,1,0,1,0,0,0
LAW 280 LEC 1,"Legal Practice I: Legal Writing and Research
Methods",16W,4.0,2:00p-3:50p,14:00,15:50,Adnan Sattar,,0,1,0,1,0,0,0
LAW 280 LEC 2,"Legal Practice I: Legal Writing and Research
Methods",16W,4.0,4:00p-5:50p,16:00,17:50,Maria Farooq,,0,1,0,1,0,0,0
LAW 303 LEC 1,Advanced Writing from the Trial,16W,4.0,12:00p-1:50p,12:00,13:50,Sarah Humayun,,0,1,0,1,0,0,0
LAW 306 LEC 1,"International Relations and International Law:
Chinese Perspectives",16W,4.0,12:00p-1:50p,12:00,13:50,Syed Hassan Raza,,1,0,1,0,0,0,0
LAW 3203 LEC 1,"Introduction to Legal Aspects of Merger and
Acquisition law in Pakistan",16W,4.0,8:00a-9:50a,08:00,09:50,Ali Awais,,1,0,1,0,0,0,0
LAW 338 LEC 1,"Constitutional and Legal System of the United
Kingdom",16W,4.0,12:00p-1:50p,12:00,13:50,TBA,,0,0,1,0,1,0,0
LAW 352 LEC 1,Public International Law,16W,4.0,10:00a-11:50a,10:00,11:50,Sikandar Ahmed Shah,,1,0,1,0,0,0,0
LAW 352 LEC 2,Public International Law,16W,4.0,2:00p-3:50p,14:00,15:50,Madiha Talat,,1,0,1,0,0,0,0
LAW 353 LEC 1,Human Rights,16W,4.0,4:00p-5:50p,16:00,17:50,Adnan Sattar,,0,1,0,1,0,0,0
LAW 426 LEC 1,Marxist Theories of Law,16W,4.0,12:00p-1:50p,12:00,13:50,Aisha Ahmad,,0,1,0,1,0,0,0
LAW 427 LEC 1,"Crime, Law and Finance: Wonders of White Color
Crime in Pakistan!",16W,4.0,12:00p-1:50p,12:00,13:50,Faiza .,,1,0,1,0,0,0,0
LAW 4304 LEC 1,Parliamentary Power Play,16W,4.0,10:00a-11:50a,10:00,11:50,Marva Khan,,1,0,1,0,0,0,0
LAW 4305 SEM 1,The Jurisprudence of Extractivism,16W,4.0,4:00p-5:50p,16:00,17:50,Asad Farooq,,0,1,0,1,0,0,0
LAW 4306 LEC 1,"Judicial Review Of Public Actions: Writ Jurisdiction
In Pakistan",16W,4.0,8:00a-9:50a,08:00,09:50,Zaki Rahman,,0,0,1,0,1,0,0
LAW 4505 SEM 1,"Business and Human Rights: A Critical Legal
Perspective from the South",16W,4.0,12:00p-1:50p,12:00,13:50,Muhammad Azeem,,0,1,0,1,0,0,0
LAW 471 LEC 1,Civil Procedure,16W,4.0,3:00p-4:50p,15:00,16:50,Muhammad Umar Ali,,0,0,1,0,1,0,0
LAW 471 LEC 2,Civil Procedure,16W,4.0,4:00p-5:50p,16:00,17:50,Fahad Malik,,0,0,1,0,1,0,0
LAW 472 LEC 1,Criminal Procedure,16W,4.0,4:00p-5:50p,16:00,17:50,Haider Rasul Mirza,,0,0,1,0,1,0,0
LAW 4812 LEC 1,Legal Practice II: Legal Instruments,16W,4.0,4:00p-5:50p,16:00,17:50,Muhammad Umar Ali,,0,1,0,1,0,0,0
LAW 4812 LEC 2,Legal Practice II: Legal Instruments,16W,4.0,2:00p-3:50p,14:00,15:50,Summaiya Zaidi,,0,1,0,1,0,0,0
LAW 4812 LEC 3,Legal Practice II: Legal Instruments,16W,4.0,4:00p-5:50p,16:00,17:50,TBA,,0,1,0,1,0,0,0
LAW 486 LEC 1,Advanced Legal Research,16W,4.0,8:00a-9:50a,08:00,09:50,TBA,,0,1,0,1,0,0,0
LAW 4924 LEC 1,Prison Paralegal Clinic,16W,4.0,10:00a-11:50a,10:00,11:50,Angbeen Atif Mirza,,0,1,0,1,0,0,0
MATH 100 LEC 1,Pre-Calculus,16W,3.0,12:30p-1:45p,12:30,13:45,TBA,,1,0,1,0,0,0,0
MATH 100 LEC 2,Pre-Calculus,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,,0,1,0,1,0,0,0
MATH 101 LEC 1,Calculus I,16W,3.0,12:30p-1:45p,12:30,13:45,Haniya Azam,,1,0,1,0,0,0,0
MATH 101 LEC 2,Calculus I,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,,0,1,0,1,0,0,0
MATH 101 LEC 3,Calculus I,16W,3.0,2:00p-3:15p,14:00,15:15,TBA,,1,0,1,0,0,0,0
MATH 101 LEC 4,Calculus I,16W,3.0,10:30a-11:45a,10:30,11:45,TBA,,0,1,0,1,0,0,0
MATH 101 LEC 5,Calculus I,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
MATH 101 LEC 6,Calculus I,16W,3.0,3:30p-4:45p,15:30,16:45,TBA,,1,0,1,0,0,0,0
MATH 101H LEC 1,Calculus I (Honours),16W,3.0,10:30a-11:45a,10:30,11:45,Waqas Ali Azhar,,0,1,0,1,0,0,0
MATH 102 LEC 1,Calculus II,16W,3.0,4:30p-5:45p,16:30,17:45,TBA,,1,0,1,0,0,0,0
MATH 102 LEC 2,Calculus II,16W,3.0,11:30a-12:45p,11:30,12:45,Masood Hussain Shah,,0,1,0,1,0,0,0
MATH 120 LEC 1,Linear Algebra with Differential Equations,16W,3.0,5:00p-6:15p,17:00,18:15,Imran Naeem,,1,0,1,0,0,0,0
MATH 120 LEC 2,Linear Algebra with Differential Equations,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,,0,1,0,1,0,0,0
MATH 204 LEC 1,Introduction to Formal Mathematics,16W,3.0,1:30p-2:45p,13:30,14:45,Shaheen Nazir,,1,0,1,0,0,0,0
MATH 210 LEC 1,Introduction to Differential Equations,16W,3.0,5:00p-6:15p,17:00,18:15,Ali Ashher Zaidi,,0,1,0,1,0,0,0
MATH 222 LEC 1,Linear Algebra II,16W,3.0,12:30p-1:45p,12:30,13:45,Haniya Azam,,0,1,0,1,0,0,0
MATH 230 LEC 1,Probability,16W,3.0,11:30a-12:45p,11:30,12:45,Reza Abdolmaleki,,1,0,1,0,0,0,0
MATH 300 LEC 1,Complex Variables,16W,3.0,5:00p-6:15p,17:00,18:15,Shaheen Nazir,,1,0,1,0,0,0,0
MATH 309 LEC 1,Introduction to Analysis II,16W,3.0,3:00p-4:15p,15:00,16:15,Waqas Ali Azhar,,1,0,1,0,0,0,0
MATH 341 LEC 1,Operations Research I,16W,3.0,8:00a-9:15a,08:00,09:15,Kamran Rashid,MATH 547,1,0,1,0,0,0,0
MATH 547 LEC 1,Operations Research I,16W,3.0,8:00a-9:15a,08:00,09:15,Kamran Rashid,MATH 341,1,0,1,0,0,0,0
MATH 414 LEC 1,Symmetry Methods for Differential Equations,16W,3.0,11:30a-12:45p,11:30,12:45,Imran Naeem,MATH 514/PHY 519,1,0,1,0,0,0,0
MATH 514/PHY 519 LEC 1,Symmetry Methods for Differential Equations,16W,3.0,11:30a-12:45p,11:30,12:45,Imran Naeem,MATH 414,1,0,1,0,0,0,0
MATH 4418 LEC 1,Numerical Linear Algebra,16W,3.0,1:00p-2:15p,13:00,14:15,Reza Abdolmaleki,MATH 543,1,0,1,0,0,0,0
MATH 543 LEC 1,Numerical Linear Algebra,16W,3.0,1:00p-2:15p,13:00,14:15,Reza Abdolmaleki,MATH 4418,1,0,1,0,0,0,0
MATH 521 LEC 1,Advanced Algebra,16W,3.0,10:00a-11:15a,10:00,11:15,Imran Anwar,,0,1,0,1,0,0,0
MATH 5300 LEC 1,Probability and Statistical Analysis,16W,3.0,1:00p-2:15p,13:00,14:15,Sultan Sial,,0,1,0,1,0,0,0
MECO 111 LEC 1,Principles of Microeconomics,16W,3.0,2:00p-3:15p,14:00,15:15,Sameen Zafar,,1,0,1,0,0,0,0
MECO 111 LEC 2,Principles of Microeconomics,16W,3.0,3:30p-4:45p,15:30,16:45,Sameen Zafar,,1,0,1,0,0,0,0
MECO 111 LEC 3,Principles of Microeconomics,16W,3.0,9:30a-10:45a,09:30,10:45,Ummad Mazhar,,0,1,0,1,0,0,0
MECO 111 LEC 4,Principles of Microeconomics,16W,3.0,11:00a-12:15p,11:00,12:15,Ummad Mazhar,,0,1,0,1,0,0,0
MECO 111 LEC 5,Principles of Microeconomics,16W,3.0,2:00p-3:15p,14:00,15:15,Rabia Khan,,0,1,0,1,0,0,0
MECO 111 LEC 6,Principles of Microeconomics,16W,3.0,3:30p-4:45p,15:30,16:45,TBA,,1,0,1,0,0,0,0
MECO 111 LEC 7,Principles of Microeconomics,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
MECO 2201 LEC 1,Introduction to Business Economics,SDSB-Foundation,1.5,4:30p-6:40p,16:30,18:40,Ummad Mazhar,,1,0,0,1,1,1,1
MECO 2201 LEC 2,Introduction to Business Economics,SDSB-Foundation,1.5,8:30a-10:40a,08:30,10:40,TBA,,1,0,0,1,1,1,1
MECO 5201 LEC 1,Business Economics,MS1,1.5,8:30a-10:30a,08:30,10:30,Ummad Mazhar,,0,0,0,0,1,1,1
MECO 5201 LEC 2,Business Economics,MS1,1.5,4:15p-6:15p,16:15,18:15,Misbah Tanveer Chaudhry,,0,0,0,0,1,1,1
MECO 5201 LEC 3,Business Economics,MS1,1.5,10:45a-12:45p,10:45,12:45,Misbah Tanveer Chaudhry,,0,0,0,0,1,1,1
MECO 7301 LEC 1,Economic Theory,16W,3.0,3:00p-6:00p,15:00,18:00,Misbah Tanveer Chaudhry,,0,1,0,0,0,0,0
MGMT 142 LEC 1,Principles of Management,16W,3.0,2:00p-3:15p,14:00,15:15,Mujeeb Rashid,,0,1,0,1,0,0,0
MGMT 142 LEC 2,Principles of Management,16W,3.0,9:30a-10:45a,09:30,10:45,Fareed Ud Din Farooq Qureshi,,0,1,0,1,0,0,0
MGMT 142 LEC 3,Principles of Management,16W,3.0,11:00a-12:15p,11:00,12:15,Fareed Ud Din Farooq Qureshi,,0,1,0,1,0,0,0
MGMT 142 LEC 4,Principles of Management,16W,3.0,9:30a-10:45a,09:30,10:45,Afaf Khalid,,0,1,0,1,0,0,0
MGMT 142 LEC 5,Principles of Management,16W,3.0,11:00a-12:15p,11:00,12:15,Mohsin Bashir,,1,0,1,0,0,0,0
MGMT 142 LEC 6,Principles of Management,16W,3.0,2:00p-3:15p,14:00,15:15,TBA,,1,0,1,0,0,0,0
MGMT 142 LEC 7,Principles of Management,16W,3.0,2:00p-3:15p,14:00,15:15,TBA,,0,1,0,1,0,0,0
MGMT 212 LEC 1,Business Communication,16W,3.0,11:00a-12:15p,11:00,12:15,Aneka Fahima Sufi,,0,1,0,1,0,0,0
MGMT 212 LEC 2,Business Communication,16W,3.0,2:00p-3:15p,14:00,15:15,Aneka Fahima Sufi,,0,1,0,1,0,0,0
MGMT 212 LEC 3,Business Communication,16W,3.0,9:30a-10:45a,09:30,10:45,Mehr Farhan Cheema,,0,1,0,1,0,0,0
MGMT 212 LEC 4,Business Communication,16W,3.0,11:00a-12:15p,11:00,12:15,Shezeen Salim Hemani,,1,0,1,0,0,0,0
MGMT 212 LEC 5,Business Communication,16W,3.0,12:30p-1:45p,12:30,13:45,Shezeen Salim Hemani,,1,0,1,0,0,0,0
MGMT 242 LEC 1,Business Ethics and Corporate Social Responsibility,16W,3.0,11:00a-12:15p,11:00,12:15,Razi Allah Lone,,0,1,0,1,0,0,0
MGMT 242 LEC 2,Business Ethics and Corporate Social Responsibility,16W,3.0,2:00p-3:15p,14:00,15:15,Razi Allah Lone,,0,1,0,1,0,0,0
MGMT 242 LEC 3,Business Ethics and Corporate Social Responsibility,16W,3.0,3:30p-4:45p,15:30,16:45,Razi Allah Lone,,0,1,0,1,0,0,0
MGMT 243 LEC 1,Public Administration,16W,3.0,11:00a-12:15p,11:00,12:15,Mohsin Bashir,,0,1,0,1,0,0,0
MGMT 247 LEC 1,Public Financial Management,16W,3.0,3:30p-4:45p,15:30,16:45,Sajid Siddique,,0,1,0,1,0,0,0
MGMT 252 LEC 1,Logic and Critical Thinking,16W,3.0,2:00p-3:15p,14:00,15:15,Muhammad Shabbir Ahsen,,1,0,1,0,0,0,0
MGMT 260 LEC 1,Business Law,16W,3.0,8:00a-9:15a,08:00,09:15,Ali Sultan,,1,0,1,0,0,0,0
MGMT 260 LEC 2,Business Law,16W,3.0,9:30a-10:45a,09:30,10:45,Ali Sultan,,1,0,1,0,0,0,0
MGMT 260 LEC 3,Business Law,16W,3.0,11:00a-12:15p,11:00,12:15,Ali Sultan,,1,0,1,0,0,0,0
MGMT 2601 LEC 1,Introduction to Management,SDSB-Foundation,1.5,11:00a-1:10p,11:00,13:10,Faiza Ali,,1,0,0,1,1,1,1
MGMT 2601 LEC 2,Introduction to Management,SDSB-Foundation,1.5,2:00p-4:10p,14:00,16:10,TBA,,1,0,0,1,1,1,1
MGMT 261 LEC 1,Introduction to Policy Analysis,16W,3.0,9:30a-10:45a,09:30,10:45,Ghazal Mir Zulfiqar,,0,1,0,1,0,0,0
MGMT 262 LEC 1,Governance System of Pakistan,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
MGMT 263 LEC 1,Contemporary Social Policy Issues in Pakistan,16W,3.0,12:30p-1:45p,12:30,13:45,Muhammad Ahsan Rana,,0,1,0,1,0,0,0
MGMT 283 LEC 1,Fundamentals of Hospitality Management,16W,3.0,12:30p-1:45p,12:30,13:45,Shireen Waheed,,1,0,1,0,0,0,0
MGMT 343 LEC 1,E-Government,16W,3.0,9:30a-10:45a,09:30,10:45,Shafay Shamail,CS 363,0,1,0,1,0,0,0
CS 363 LEC 1,E-Government,16W,3.0,9:30a-10:45a,09:30,10:45,Shafay Shamail,MGMT 343,0,1,0,1,0,0,0
MGMT 348 LEC 1,Internet Governance and Technology Policy,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
MGMT 386 LEC 1,"Business, Government, and Society",16W,3.0,2:00p-3:15p,14:00,15:15,Ghazal Mir Zulfiqar,,0,1,0,1,0,0,0
MGMT 400 LEC 1,Strategic Business Management,16W,3.0,3:30p-4:45p,15:30,16:45,Adnan Zahid,,0,1,0,1,0,0,0
MGMT 400 LEC 2,Strategic Business Management,16W,3.0,3:30p-4:45p,15:30,16:45,Adnan Zahid,,1,0,1,0,0,0,0
MGMT 400 LEC 3,Strategic Business Management,16W,3.0,9:30a-10:45a,09:30,10:45,Salma Zaman,,0,1,0,1,0,0,0
MGMT 481 LEC 1,Entrepreneurship,16W,3.0,5:00p-6:15p,17:00,18:15,Sahar Arif,,0,1,0,1,0,0,0
MGMT 7501 LEC 1,Philosophy of Administrative Sciences,10-WKS,2.0,2:30p-5:30p,14:30,17:30,Anjum Fayyaz,,0,0,1,0,0,0,0
MGMT 8102 LEC 1,Seminar in Strategic Management,16W,3.0,9:00a-12:00p,09:00,12:00,Salma Zaman,,0,0,1,0,0,0,0
MKTG 201 LEC 1,Principles of Marketing,16W,3.0,12:30p-1:45p,12:30,13:45,Muhammad Asim,,0,1,0,1,0,0,0
MKTG 201 LEC 2,Principles of Marketing,16W,3.0,9:30a-10:45a,09:30,10:45,Mahira Ilyas,,0,1,0,1,0,0,0
MKTG 201 LEC 3,Principles of Marketing,16W,3.0,11:00a-12:15p,11:00,12:15,Mahira Ilyas,,0,1,0,1,0,0,0
MKTG 201 LEC 4,Principles of Marketing,16W,3.0,3:30p-4:45p,15:30,16:45,Khudejah Iqbal Ali,,1,0,1,0,0,0,0
MKTG 2401 LEC 1,Introduction to Marketing,SDSB-Foundation,1.5,8:30a-10:40a,08:30,10:40,Saima Mujtaba Rana,,1,0,0,1,1,1,1
MKTG 2401 LEC 2,Introduction to Marketing,SDSB-Foundation,1.5,4:30p-6:40p,16:30,18:40,TBA,,1,0,0,1,1,1,1
MKTG 302 LEC 1,Using New Media Technologies in Marketing,16W,3.0,3:30p-4:45p,15:30,16:45,TBA,,0,1,0,1,0,0,0
MKTG 324 LEC 1,Integrated Marketing Communications,16W,3.0,3:30p-4:45p,15:30,16:45,TBA,,1,0,1,0,0,0,0
MKTG 332 LEC 1,Consumer Behaviour,16W,3.0,9:30a-10:45a,09:30,10:45,Saima Mujtaba Rana,,0,1,0,1,0,0,0
MKTG 343 LEC 1,Marketing Models,16W,3.0,3:30p-4:45p,15:30,16:45,Muhammad Asim,,0,1,0,1,0,0,0
MKTG 345 LEC 1,Data Analytics for New Product Development,16W,3.0,3:30p-4:45p,15:30,16:45,Muhammad Asim,,1,0,1,0,0,0,0
MKTG 392 LEC 1,Brand Management,16W,3.0,2:00p-3:15p,14:00,15:15,Moeen Naseer Butt,,1,0,1,0,0,0,0
MKTG 5401 LEC 1,Marketing Management,MS1,3.0,10:45a-12:45p,10:45,12:45,Usman Iqbal Bhatty,,0,0,0,0,1,1,1
MKTG 5401 LEC 2,Marketing Management,MS1,3.0,8:30a-10:30a,08:30,10:30,Aaminah Zaman Malik,,0,0,0,0,1,1,1
MKTG 5401 LEC 3,Marketing Management,MS1,3.0,4:15p-6:15p,16:15,18:15,Aaminah Zaman Malik,,0,0,0,0,1,1,1
ORSC 201 LEC 1,Organizational Behaviour,16W,3.0,9:30a-10:45a,09:30,10:45,Faiza Ali,,1,0,1,0,0,0,0
ORSC 201 LEC 2,Organizational Behaviour,16W,3.0,11:00a-12:15p,11:00,12:15,Faiza Ali,,1,0,1,0,0,0,0
ORSC 201 LEC 3,Organizational Behaviour,16W,3.0,11:00a-12:15p,11:00,12:15,Ghulam Ali Arain,,0,1,0,1,0,0,0
ORSC 201 LEC 4,Organizational Behaviour,16W,3.0,12:30p-1:45p,12:30,13:45,Ghulam Ali Arain,,0,1,0,1,0,0,0
ORSC 7302 LEC 1,Applications of Psychology in Management,16W,3.0,9:30a-12:30p,09:30,12:30,Jawad Sarwar Naqvi Syed,,0,1,0,0,0,0,0
ORSC 8402 LEC 1,Seminar in Human Resource Management,16W,3.0,9:30a-12:30p,09:30,12:30,Muhammad Abdur Rahman Malik,,0,0,0,1,0,0,0
PHIL 132 LEC 1,Introduction to Logic,16W,4.0,8:00a-9:50a,08:00,09:50,Muhammad Shabbir Ahsen,,0,1,0,1,0,0,0
PHIL 203 LEC 1,Introduction to Philosophy II,16W,4.0,12:00p-1:50p,12:00,13:50,Syed Sikander Gilani,,0,1,0,1,0,0,0
PHIL 204 LEC 1,Contemporary Moral Problems,16W,4.0,4:30p-6:20p,16:30,18:20,Syed Sikander Gilani,,1,0,1,0,0,0,0
PHY 101 LEC 1,Mechanics,16W,4.0,2:00p-3:15p,14:00,15:15,Adam Zaman Chaudhry,,1,0,1,0,0,0,0
PHY 101 LEC 2,Mechanics,16W,4.0,2:30p-3:45p,14:30,15:45,Adam Zaman Chaudhry,,0,1,0,1,0,0,0
PHY 101 RAC 1,Mechanics,16W,4.0,9:00a-9:50a,09:00,09:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 101 RAC 2,Mechanics,16W,4.0,8:00a-8:50a,08:00,08:50,Adam Zaman Chaudhry,,1,0,0,0,0,0,0
PHY 101 RAC 3,Mechanics,16W,4.0,8:00a-8:50a,08:00,08:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 101 RAC 4,Mechanics,16W,4.0,9:00a-9:50a,09:00,09:50,Adam Zaman Chaudhry,,1,0,0,0,0,0,0
PHY 101 RAC 5,Mechanics,16W,4.0,4:00p-4:50p,16:00,16:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 101 RAC 6,Mechanics,16W,4.0,2:00p-2:50p,14:00,14:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 101 RAC 7,Mechanics,16W,4.0,3:00p-3:50p,15:00,15:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 101 RAC 8,Mechanics,16W,4.0,5:00p-5:50p,17:00,17:50,Adam Zaman Chaudhry,,0,0,0,0,1,0,0
PHY 204 LEC 1,Electricity and Magnetism,16W,3.0,4:30p-5:45p,16:30,17:45,Rizwan Khalid,,0,1,0,1,0,0,0
PHY 212 LEC 1,Quantum Mechanics I,16W,3.0,4:30p-5:45p,16:30,17:45,Syed Moeez Hassan,,1,0,1,0,0,0,0
PHY 223 LEC 1,"Mathematical Methods in Physics and Engineering
I",16W,3.0,8:00a-9:15a,08:00,09:15,Ammar Ahmed Khan,,1,0,1,0,0,0,0
PHY 300 LAB 1,Experimental Physics Lab II,16W,3.0,9:00a-5:50p,09:00,17:50,Muhammad Hamza Humayun,PHY 500,0,0,1,0,0,0,0
PHY 500 LAB 1,Experimental Physics Lab II,16W,3.0,9:00a-5:50p,09:00,17:50,Muhammad Hamza Humayun,PHY 300,0,0,1,0,0,0,0
PHY 301 LEC 1,Classical Mechanics,16W,3.0,12:00p-1:15p,12:00,13:15,Tajdar Mufti,,0,1,0,1,0,0,0
PHY 313 LEC 1,Statistical Mechanics,16W,4.0,8:00a-9:50a,08:00,09:50,TBA,PHY 510,0,1,0,1,0,0,0
PHY 510 LEC 1,Statistical Mechanics,16W,4.0,8:00a-9:50a,08:00,09:50,TBA,PHY 313,0,1,0,1,0,0,0
PHY 316 LEC 1,Introduction to Computational Neuroscience,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,PHY 5116/BIO 438,0,1,0,1,0,0,0
PHY 5116/BIO 438 LEC 1,Introduction to Computational Neuroscience,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,PHY 316,0,1,0,1,0,0,0
