Course Code,Course Title,Session,Credit,Class Time,Start Time,End Time,Instructor,Cross Listing Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
PHY 404 LEC 1,Relativistic Electrodynamics,16W,3.0,1:30p-2:45p,13:30,14:45,Syed Moeez Hassan,PHY 504,0,1,0,1,0,0,0
PHY 504 LEC 1,Relativistic Electrodynamics,16W,3.0,1:30p-2:45p,13:30,14:45,Syed Moeez Hassan,PHY 404,0,1,0,1,0,0,0
PHY 501 LAB 1,Electrodynamics,16W,3.0,9:30a-12:20p,09:30,12:20,Rizwan Khalid,EE 502,1,0,0,0,0,0,0
EE 502 LAB 1,Electrodynamics,16W,3.0,9:30a-12:20p,09:30,12:20,Rizwan Khalid,PHY 501,1,0,0,0,0,0,0
PHY 501 LEC 1,Electrodynamics,16W,3.0,10:00a-10:50a,10:00,10:50,Rizwan Khalid,EE 502,0,1,0,1,0,0,0
EE 502 LEC 1,Electrodynamics,16W,3.0,10:00a-10:50a,10:00,10:50,Rizwan Khalid,PHY 501,0,1,0,1,0,0,0
PHY 5114 LEC 1,Quantum Algorithms,16W,3.0,9:30a-10:45a,09:30,10:45,Muhammad Faryad,,0,1,0,1,0,0,0
PHY 512 LEC 1,Advanced Quantum Mechanics,16W,3.0,11:00a-12:15p,11:00,12:15,Muhammad Faryad,,0,1,0,1,0,0,0
PHY 633 LEC 1,Magnetism: Theory and Experiment,16W,3.0,3:30p-4:45p,15:30,16:45,Muhammad Sabieh Anwar,,0,1,0,1,0,0,0
POL 100 LEC 1,Introduction to Political Science,16W,4.0,10:00a-11:50a,10:00,11:50,Rida Ashfaq,,0,1,0,1,0,0,0
POL 100 LEC 2,Introduction to Political Science,16W,4.0,2:00p-3:50p,14:00,15:50,Rida Ashfaq,,0,1,0,1,0,0,0
POL 100 LEC 3,Introduction to Political Science,16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,1,0,1,0,0,0,0
POL 132 LEC 1,Introduction to Politics in Developing Countries,16W,4.0,2:00p-3:50p,14:00,15:50,TBA,,1,0,1,0,0,0,0
POL 203 LEC 1,Introduction to Political Theory,16W,4.0,4:00p-5:50p,16:00,17:50,Adeel Hamza,,1,0,1,0,0,0,0
POL 203 LEC 2,Introduction to Political Theory,16W,4.0,4:00p-5:50p,16:00,17:50,Muhammad Shabbir Ahsen,,0,1,0,1,0,0,0
POL 2214 LEC 1,"Decolonizing Democracy: Lessons from the Global
South",16W,4.0,12:00p-1:50p,12:00,13:50,Farhat Haq,,0,1,0,1,0,0,0
POL 266 LEC 1,Women and Political Theory,16W,4.0,4:00p-5:50p,16:00,17:50,Adeel Hamza,,0,1,0,1,0,0,0
POL 3113 LEC 1,Political Islam: Ideology and Politics,16W,4.0,4:00p-5:50p,16:00,17:50,Taimur Rahman,,1,0,1,0,0,0,0
POL 320 LEC 1,Comparative Politics,16W,4.0,10:00a-11:50a,10:00,11:50,Asma ul-Husna Faiz,,0,1,0,1,0,0,0
POL 320 LEC 2,Comparative Politics,16W,4.0,2:00p-3:50p,14:00,15:50,Asma ul-Husna Faiz,,0,1,0,1,0,0,0
POL 3202 LEC 1,Qualitative Research Methods in Political Science,16W,4.0,2:00p-3:50p,14:00,15:50,Hafiz Muhammad Salman Rafi,,1,0,1,0,0,0,0
POL 324 LEC 1,Marxism and the Modern World,16W,4.0,4:00p-5:50p,16:00,17:50,Taimur Rahman,,0,1,0,1,0,0,0
POL 3302 LEC 1,Theories of IR,16W,4.0,12:00p-1:50p,12:00,13:50,Syed Rashid Munir,,0,1,0,1,0,0,0
POL 366 LEC 1,Terrorism as Political Action,16W,4.0,2:00p-3:50p,14:00,15:50,Syed Rashid Munir,,0,1,0,1,0,0,0
POL 4112 LEC 1,Political Leadership,16W,4.0,2:00p-3:50p,14:00,15:50,Mohammad Waseem,,1,0,1,0,0,0,0
POL 412 LEC 1,Diplomacy in International Relations,16W,4.0,10:00a-11:50a,10:00,11:50,Shahid Malik,,0,1,0,1,0,0,0
PSY 100 LEC 1,Introduction to Psychology and Human Behavior,16W,4.0,4:00p-5:50p,16:00,17:50,Yasser Hashmi,,0,1,0,1,0,0,0
PSY 100 LEC 2,Introduction to Psychology and Human Behavior,16W,4.0,4:00p-5:50p,16:00,17:50,Natasha Sohail Barlas,,0,1,0,1,0,0,0
PSY 100 LEC 3,Introduction to Psychology and Human Behavior,16W,4.0,2:00p-3:50p,14:00,15:50,Arman Ashraf,,1,0,1,0,0,0,0
PSY 212 LEC 1,Theories of Learning,16W,4.0,12:00p-1:50p,12:00,13:50,Imran Rashid,,1,0,1,0,0,0,0
PSY 214 LEC 1,Perception,16W,4.0,4:00p-5:50p,16:00,17:50,Yasser Hashmi,,1,0,1,0,0,0,0
PSY 220 LEC 1,Psychopathology,16W,4.0,2:00p-3:50p,14:00,15:50,Tahira Haider,,1,0,1,0,0,0,0
PSY 300 LEC 1,Social Psychology,16W,4.0,12:00p-1:50p,12:00,13:50,Imran Rashid,,0,1,0,1,0,0,0
PSY 321 LEC 1,Life Span Development,16W,4.0,2:00p-3:50p,14:00,15:50,Natasha Sohail Barlas,,0,1,0,1,0,0,0
REL 200 LEC 1,What is Religion,16W,4.0,2:00p-3:50p,14:00,15:50,Essam Fahim,,1,0,1,0,0,0,0
REL 224 LEC 1,"Introduction to Quranic and Modern Standard
Arabic",16W,4.0,4:00p-5:50p,16:00,17:50,Asif Iftikhar,,0,1,0,1,0,0,0
REL 235 LEC 1,"Religion, Conflict, and Peace Building",16W,4.0,2:00p-3:50p,14:00,15:50,Aurangzeb Haneef,,1,0,1,0,0,0,0
REL 314 LEC 1,Islamic Historiography: An Introduction,16W,4.0,10:00a-11:50a,10:00,11:50,Baqar Hassan Syed,HIST 336,1,0,1,0,0,0,0
HIST 336 LEC 1,Islamic Historiography: An Introduction,16W,4.0,10:00a-11:50a,10:00,11:50,Baqar Hassan Syed,REL 314,1,0,1,0,0,0,0
REL 315 LEC 1,Religion and Existentialism,16W,4.0,2:00p-3:50p,14:00,15:50,Mian Muhammad Nauman Faizi,,0,1,0,1,0,0,0
REL 332 LEC 1,"What is ""Islamic"" history?",16W,4.0,10:00a-11:50a,10:00,11:50,Irfan Moeen Khan,,1,0,1,0,0,0,0
REL 334 LEC 1,"Experience and Interpretation in Muslim Feminist
Scriptural Discourse",16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,0,1,0,1,0,0,0
SCI 503 LEC 1,STEM Teaching in the AI Era,16W,3.0,12:00p-1:15p,12:00,13:15,"Muhammad Hamad Alizai
Anusheh Attique",,1,0,1,0,0,0,0
SCRM 6101 LEC 1,Operations and Supply Chain Strategy,MS1,3.0,6:30p-8:30p,18:30,20:30,Ahsan Umar,,0,0,0,0,1,1,1
SOC 100 LEC 1,Introduction to Sociology,16W,4.0,4:00p-5:50p,16:00,17:50,Amen Jaffer,,1,0,1,0,0,0,0
SOC 100 LEC 2,Introduction to Sociology,16W,4.0,12:00p-1:50p,12:00,13:50,Tania Saeed,,1,0,1,0,0,0,0
SOC 253 LEC 1,Scientific Imagination and the Religious Mind,16W,4.0,12:00p-1:50p,12:00,13:50,Basit Bilal Koshul,REL 233,0,1,0,1,0,0,0
REL 233 LEC 1,Scientific Imagination and the Religious Mind,16W,4.0,12:00p-1:50p,12:00,13:50,Basit Bilal Koshul,SOC 253,0,1,0,1,0,0,0
SOC 265 LEC 1,Introduction to Gender and Sexuality Studies,16W,4.0,12:00p-1:50p,12:00,13:50,Nida Yasmeen Kirmani,GSS 210,1,0,1,0,0,0,0
GSS 210 LEC 1,Introduction to Gender and Sexuality Studies,16W,4.0,12:00p-1:50p,12:00,13:50,Nida Yasmeen Kirmani,SOC 265,1,0,1,0,0,0,0
SOC 310 LEC 1,Classical Sociological Theory,16W,4.0,12:00p-1:50p,12:00,13:50,Umair Javed,,0,1,0,1,0,0,0
SOC 320 LEC 1,Quantitative Research Methods,16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,1,0,1,0,0,0,0
SOC 334 LEC 1,The Informal Economy,16W,4.0,12:00p-1:50p,12:00,13:50,Umair Javed,,1,0,1,0,0,0,0
SOC 353 LEC 1,Social Science and the Post-Secular Age,16W,4.0,4:00p-5:50p,16:00,17:50,Basit Bilal Koshul,,0,1,0,1,0,0,0
SS 100 LEC 1,Writing and Communication,16W,4.0,8:00a-9:50a,08:00,09:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 2,Writing and Communication,16W,4.0,9:30a-11:20a,09:30,11:20,TBA,,0,1,0,1,0,0,0
SS 100 LEC 3,Writing and Communication,16W,4.0,1:30p-3:20p,13:30,15:20,TBA,,0,1,0,1,0,0,0
SS 100 LEC 4,Writing and Communication,16W,4.0,9:30a-11:20a,09:30,11:20,TBA,,1,0,1,0,0,0,0
SS 100 LEC 5,Writing and Communication,16W,4.0,1:00p-2:50p,13:00,14:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 6,Writing and Communication,16W,4.0,2:00p-3:50p,14:00,15:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 7,Writing and Communication,16W,4.0,4:00p-5:50p,16:00,17:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 8,Writing and Communication,16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 9,Writing and Communication,16W,4.0,12:00p-1:50p,12:00,13:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 10,Writing and Communication,16W,4.0,4:00p-5:50p,16:00,17:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 11,Writing and Communication,16W,4.0,11:00a-12:50p,11:00,12:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 12,Writing and Communication,16W,4.0,12:00p-1:50p,12:00,13:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 13,Writing and Communication,16W,4.0,8:00a-9:50a,08:00,09:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 14,Writing and Communication,16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 15,Writing and Communication,16W,4.0,9:00a-10:50a,09:00,10:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 16,Writing and Communication,16W,4.0,2:00p-3:50p,14:00,15:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 17,Writing and Communication,16W,4.0,3:30p-5:20p,15:30,17:20,TBA,,0,1,0,1,0,0,0
SS 100 LEC 18,Writing and Communication,16W,4.0,9:00a-10:50a,09:00,10:50,TBA,,0,1,0,1,0,0,0
SS 100 LEC 19,Writing and Communication,16W,4.0,2:00p-3:50p,14:00,15:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 20,Writing and Communication,16W,4.0,2:00p-3:50p,14:00,15:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 21,Writing and Communication,16W,4.0,11:30a-1:20p,11:30,13:20,TBA,,0,1,0,1,0,0,0
SS 100 LEC 22,Writing and Communication,16W,4.0,12:00p-1:50p,12:00,13:50,TBA,,1,0,1,0,0,0,0
SS 100 LEC 23,Writing and Communication,16W,4.0,11:00a-12:50p,11:00,12:50,TBA,,0,1,0,1,0,0,0
SS 100A LEC 1,Introduction to Writing,16W,2.0,4:00p-4:50p,16:00,16:50,TBA,,0,1,0,1,0,0,0
SS 100A LEC 2,Introduction to Writing,16W,2.0,8:00a-8:50a,08:00,08:50,TBA,,1,0,1,0,0,0,0
SS 100A LEC 3,Introduction to Writing,16W,2.0,1:00p-1:50p,13:00,13:50,TBA,,1,0,1,0,0,0,0
SS 100A LEC 4,Introduction to Writing,16W,2.0,11:00a-11:50a,11:00,11:50,TBA,,0,1,0,1,0,0,0
SS 100A LEC 5,Introduction to Writing,16W,2.0,10:00a-10:50a,10:00,10:50,TBA,,0,1,0,1,0,0,0
SS 101 LEC 1,Islamic Studies,16W,2.0,8:00a-9:50a,08:00,09:50,Aurangzeb Haneef,,0,0,0,0,1,0,0
SS 101 LEC 2,Islamic Studies,16W,2.0,4:00p-5:50p,16:00,17:50,Essam Fahim,,0,0,0,0,1,0,0
SS 101 LEC 3,Islamic Studies,16W,2.0,2:00p-3:50p,14:00,15:50,Baqar Hassan Syed,,0,1,0,0,0,0,0
SS 101 LEC 4,Islamic Studies,16W,2.0,12:00p-1:50p,12:00,13:50,Essam Fahim,,0,0,0,1,0,0,0
SS 101 LEC 5,Islamic Studies,16W,2.0,2:00p-3:50p,14:00,15:50,Asif Iftikhar,,0,0,0,0,1,0,0
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,16W,2.0,4:00p-5:50p,16:00,17:50,TBA,,0,0,0,0,1,0,0
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,16W,2.0,8:00a-9:50a,08:00,09:50,TBA,,0,0,0,0,1,0,0
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,16W,2.0,8:00a-9:50a,08:00,09:50,TBA,,0,1,0,0,0,0,0
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,16W,2.0,2:00p-3:50p,14:00,15:50,TBA,,0,0,0,0,1,0,0
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,16W,2.0,2:00p-3:50p,14:00,15:50,TBA,,0,0,1,0,0,0,0
SS 102 LEC 6,Pakistan Studies: Culture and Heritage,16W,2.0,8:00a-9:50a,08:00,09:50,TBA,,1,0,0,0,0,0,0
SS 102 LEC 7,Pakistan Studies: Culture and Heritage,16W,2.0,8:00a-9:50a,08:00,09:50,TBA,,0,0,1,0,0,0,0
SS 102 LEC 8,Pakistan Studies: Culture and Heritage,16W,2.0,4:00p-5:50p,16:00,17:50,TBA,,1,0,0,0,0,0,0
SS 102 LEC 9,Pakistan Studies: Culture and Heritage,16W,2.0,11:00a-12:50p,11:00,12:50,TBA,,0,0,0,0,1,0,0
SS 1302 LEC 1,"Sur, Tal aur Rag: Foundations of South Asian Music",16W,4.0,10:00a-11:50a,10:00,11:50,Sadaf Habib,,0,1,0,1,0,0,0
SS 1303 LEC 1,Introduction to Kathak,16W,4.0,1:00p-2:50p,13:00,14:50,TBA,,0,1,0,1,0,0,0
SS 187 LEC 1,Applied Statistics for Humanities,16W,4.0,12:00p-1:50p,12:00,13:50,Muhammad Saad Imtiaz,,1,0,1,0,0,0,0
SS 187 LEC 2,Applied Statistics for Humanities,16W,4.0,12:00p-1:50p,12:00,13:50,Muhammad Salaar Arif Khan,,0,1,0,1,0,0,0
SS 233 LEC 1,Media Writing,16W,4.0,8:00a-9:50a,08:00,09:50,Syed Javed Nazir,,0,1,0,1,0,0,0
SS 3302 LEC 1,Professional Communication Skills,16W,4.0,3:00p-4:50p,15:00,16:50,Aamna Khalid,,1,0,1,0,0,0,0
SSE 101 LEC 1,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 2,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 3,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 4,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 5,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 6,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 7,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 8,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 9,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 10,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 11,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 12,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 13,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 14,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 15,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 16,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 17,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 18,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 19,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 20,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 21,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 22,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 23,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SSE 101 LEC 24,First Year Tutorial,16W,0.5,10:00a-12:50p,10:00,12:50,TBA,,0,0,0,0,1,0,0
SWR 102 PRT 1,Swimming for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,"Muhammad Haider Awan
Amir Hussain",,0,1,0,1,0,0,0
SWR 102 PRT 2,Swimming for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,"Khalida Bashir
Rabia Yasin",,1,0,1,0,0,0,0
SWR 102 PRT 3,Swimming for Beginners,16W,1.0,2:00p-3:15p,14:00,15:15,"Rashid Ahmad
Azmat Ullah",,0,1,0,1,0,0,0
SWR 102 PRT 4,Swimming for Beginners,16W,1.0,2:00p-3:15p,14:00,15:15,"Kausar Farooq
Nimra Nimra",,1,0,1,0,0,0,0
SWR 102 PRT 5,Swimming for Beginners,16W,1.0,12:00p-1:15p,12:00,13:15,"Khalida Bashir
Rabia Yasin",,0,1,0,1,0,0,0
SWR 102 PRT 6,Swimming for Beginners,16W,1.0,12:00p-1:15p,12:00,13:15,"Muhammad Haider Awan
Amir Hussain",,1,0,1,0,0,0,0
SWR 102 PRT 7,Swimming for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,"Kausar Farooq
Nimra Nimra",,0,1,0,1,0,0,0
SWR 102 PRT 8,Swimming for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,"Rashid Ahmad
Azmat Ullah",,1,0,1,0,0,0,0
SWR 103 PRT 1,Strength Training and Conditioning for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,Muhammad Bilal Iqbal Khan,,1,0,1,0,0,0,0
SWR 103 PRT 2,Strength Training and Conditioning for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,Muhammad Bilal Iqbal Khan,,0,1,0,1,0,0,0
SWR 103 PRT 3,Strength Training and Conditioning for Beginners,16W,1.0,2:00p-3:15p,14:00,15:15,Mudassar Naseer,,1,0,1,0,0,0,0
SWR 103 PRT 4,Strength Training and Conditioning for Beginners,16W,1.0,2:00p-3:15p,14:00,15:15,Mudassar Naseer,,0,1,0,1,0,0,0
SWR 103 PRT 5,Strength Training and Conditioning for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,Muhammad Shakeel,,0,1,0,1,0,0,0
SWR 103 PRT 6,Strength Training and Conditioning for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,Muhammad Shakeel,,1,0,1,0,0,0,0
SWR 103 PRT 7,Strength Training and Conditioning for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,Kanwal Yousaf,,1,0,1,0,0,0,0
SWR 103 PRT 8,Strength Training and Conditioning for Beginners,16W,1.0,10:00a-11:15a,10:00,11:15,Kanwal Yousaf,,0,1,0,1,0,0,0
SWR 103 PRT 9,Strength Training and Conditioning for Beginners,16W,1.0,11:30a-12:45p,11:30,12:45,Aruba Naz,,1,0,1,0,0,0,0
SWR 103 PRT 10,Strength Training and Conditioning for Beginners,16W,1.0,11:30a-12:45p,11:30,12:45,Aruba Naz,,0,1,0,1,0,0,0
SWR 103 PRT 11,Strength Training and Conditioning for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,Shabana Kausar,,1,0,1,0,0,0,0
SWR 103 PRT 12,Strength Training and Conditioning for Beginners,16W,1.0,4:00p-5:15p,16:00,17:15,Shabana Kausar,,0,1,0,1,0,0,0
SWR 104 PRT 1,Basketball for beginners,16W,1.0,3:30p-4:45p,15:30,16:45,Mohsin Riaz,,1,0,1,0,0,0,0
SWR 104 PRT 2,Basketball for beginners,16W,1.0,5:00p-6:15p,17:00,18:15,Mohsin Riaz,,1,0,1,0,0,0,0
SWR 104 PRT 3,Basketball for beginners,16W,1.0,3:30p-4:45p,15:30,16:45,Mohsin Riaz,,0,1,0,1,0,0,0
SWR 104 PRT 4,Basketball for beginners,16W,1.0,5:00p-6:15p,17:00,18:15,Mohsin Riaz,,0,1,0,1,0,0,0
SWR 105 PRT 1,"Walk, Jog and Stretch for Fitness",16W,1.0,3:30p-4:45p,15:30,16:45,Babar Asad Khan,,1,0,1,0,0,0,0
SWR 105 PRT 2,"Walk, Jog and Stretch for Fitness",16W,1.0,5:00p-6:15p,17:00,18:15,Babar Asad Khan,,1,0,1,0,0,0,0
SWR 105 PRT 3,"Walk, Jog and Stretch for Fitness",16W,1.0,3:30p-4:45p,15:30,16:45,Babar Asad Khan,,0,1,0,1,0,0,0
SWR 105 PRT 4,"Walk, Jog and Stretch for Fitness",16W,1.0,5:00p-6:15p,17:00,18:15,Babar Asad Khan,,0,1,0,1,0,0,0
