Course Code,Course Title,Session,Instructor,Cr Hrs,Day and Time
ACCT 100 LEC 1,Principles of Financial Accounting,16W,Syed Zain  ul Abidin,3.0,TR 11:00AM-12:15PM
ACCT 100 LEC 2,Principles of Financial Accounting,16W,Syed Zain  ul Abidin,3.0,TR 12:30PM-1:45PM
ACCT 100 LEC 3,Principles of Financial Accounting,16W,Syed Zain  ul Abidin,3.0,TR 2:00PM-3:15PM
ACCT 100 LEC 4,Principles of Financial Accounting,16W,Zainab Mehmood,3.0,TR 3:30PM-4:45PM
ACCT 100 LEC 5,Principles of Financial Accounting,16W,Zainab Mehmood,3.0,TR 5:00PM-6:15PM
ACCT 100 LEC 6,Principles of Financial Accounting,16W,Saira Rizwan,3.0,MW 9:30AM-10:45AM
ACCT 100 LEC 7,Principles of Financial Accounting,16W,Saira Rizwan,3.0,MW 11:00AM-12:15PM
ACCT 130 LEC 1,Principles of Management Accounting,16W,Ayesha Bhatti,3.0,TR 9:30AM-10:45AM
ACCT 130 LEC 2,Principles of Management Accounting,16W,Ayesha Bhatti,3.0,TR 11:00AM-12:15PM
ACCT 130 LEC 3,Principles of Management Accounting,16W,Ayesha Bhatti,3.0,TR 2:00PM-3:15PM
ACCT 130 LEC 4,Principles of Management Accounting,16W,Ayesha Bhatti,3.0,TR 12:30PM-1:45PM
ACCT 130 LEC 5,Principles of Management Accounting,16W,Mahin Moazzam,3.0,TR 9:30AM-10:45AM
ACCT 130 LEC 6,Principles of Management Accounting,16W,Mahin Moazzam,3.0,TR 11:00AM-12:15PM
ACCT 130 LEC 7,Principles of Management Accounting,16W,Mahin Moazzam,3.0,TR 2:00PM-3:15PM
ACCT 202 LEC 1,"Theory and Concepts of Accounting - Islamic
Perspective",16W,Abdul Rauf,3.0,MW 9:30AM-10:45AM
ACCT 202 LEC 2,"Theory and Concepts of Accounting - Islamic
Perspective",16W,Abdul Rauf,3.0,MW 11:00AM-12:15PM
ACCT 220 LEC 1,Corporate Financial Reporting I,16W,Samia Ahmed Ali,3.0,MW 11:00AM-12:15PM
ACCT 220 LEC 2,Corporate Financial Reporting I,16W,Samia Ahmed Ali,3.0,MW 12:30PM-1:45PM
ACCT 220 LEC 3,Corporate Financial Reporting I,16W,Samia Ahmed Ali,3.0,MW 2:00PM-3:15PM
ACCT 411 LEC 1,Applied Financial Analysis,16W,Saira Rizwan,3.0,MW 2:00PM-3:15PM
ACCT 482 LEC 1,"Governance, Risk and Compliance",16W,Ali Qamar,3.0,MW 8:00AM-9:15AM
ACF 2101 LEC 1,Introduction to Finance and Accounting,SDSB-Foundation,Syed Zain  ul Abidin,1.5,MRFSU 2:00PM-4:10PM
ACF 2101 LEC 2,Introduction to Finance and Accounting,SDSB-Foundation,,1.5,MRFSU 11:00AM-1:10PM
ACF 5101 LEC 1,Financial Management and Accounting,MS1,"Samia Ahmed Ali
Syed Mubashir Ali",3.0,FSU 2:00PM-4:00PM
ACTA 6202 LEC 1,Analytics in Accounting and Control,MS1,Ali Qamar,3.0,FSU 10:45AM-12:45PM
AI 500 LEC 1,Foundations of AI,16W,Murtaza Taj,3.0,S 12:30PM-3:30PM
AI 501 LEC 1,Mathematics for AI,16W,Zubair Khalid,3.0,S 9:30AM-12:30PM
ANTH 100 LEC 1,Introduction to Cultural Anthropology,16W,Syeedda Anjum Ara Alvi,4.0,MW 4:00PM-5:50PM
ANTH 100 LEC 2,Introduction to Cultural Anthropology,16W,Sadaf Ahmad,4.0,MW 2:00PM-3:50PM
ANTH 276 LEC 1,Anthropology of Social Media,16W,Rabia Kamal,4.0,TR 4:00PM-5:50PM
ANTH 312 LEC 1,Modernity as a Way of Life,16W,Lukas Albert Paul Werth,4.0,TR 10:00AM-11:50AM
ANTH 434 LEC 1,Putting Social Science to the Test: Mixed-Methods Approaches to Lahore’s Developmental Challenges,16W,Ameem Lutfi Farah Said,4.0,TR 12:00PM-1:50PM
ANTH 464 LEC 1,Children of Abraham,16W,Lukas Albert Paul Werth,4.0,TR 2:00PM-3:50PM
ANTH 483 LEC 1,Caste in South Asia and Beyond,16W,Dominic William Esler,4.0,MW 12:00PM-1:50PM
BIO 101 LEC 1,Introductory Biology,16W,"Muhammad Shoaib Muhammad Tariq
Safee Ullah Chaudhary",3.0,MW 5:00PM-6:15PM
BIO 216 LEC 1,Molecular Biology,16W,"Muhammad Shoaib
Muhammad Tariq",3.0,MW 1:00PM-2:15PM
BIO 221 LEC 1,Genetics,16W,"Khurram Bashir
Muhammad Tariq",4.0,MW 10:30AM-12:20PM
BIO 300 LAB 1,Methods in Cell and Molecular Biology,16W,"Khurram Bashir Shaper Mirza Zaigham Shahzad Muhammad Shoaib
Muhammad Tariq",4.0,MWF 9:00AM-9:50AM
BIO 300 LAB 1a,Methods in Cell and Molecular Biology,16W,Khalida Mazhar,4.0,MWF 10:00AM-12:50PM
BIO 313 LEC 1,Cell Biology,16W,"Khurram Bashir
Faiz Ul Hassan Nasim",3.0,TR 11:30AM-12:45PM
BIO 331 LEC 1,Computational Biology II,16W,Safee Ullah Chaudhary,3.0,MW 2:30PM-3:45PM
BIO 401 SEM 1,Seminars in Biology,16W,Khurram Bashir,1.0,M 1:00PM-1:50PM
BIO 403 LEC 1,"Critical thinking, Scientific Writing and Ethics",16W,"Khurram Bashir
Muhammad Shoaib",3.0,TR 3:00PM-4:15PM
BIO 513 LEC 1,Biophysical Techniques,16W,Faiz Ul Hassan Nasim,3.0,TR 2:30PM-3:45PM
BIO 516 LEC 1,Advanced Molecular and Cell Biology,16W,"Shaper Mirza
Zaigham Shahzad",3.0,TR 4:00PM-5:15PM
BIO 517 LEC 1,Molecular Mechanisms of Bacterial Pathagenesis,16W,Shaper Mirza,3.0,TR 1:00PM-2:15PM
BIO 523 LEC 1,RNA Biology,16W,Faiz Ul Hassan Nasim,3.0,TR 4:30PM-5:45PM
BIO 524 LEC 1,Evolution,16W,Zaigham Shahzad,3.0,TR 10:00AM-11:15AM
BIO 531 LEC 1,Computational Biology,16W,Safee Ullah Chaudhary,3.0,TR 11:30AM-12:45PM
CHE 210 LEC 1,Physical Chemistry,16W,Falak Sher,3.0,MW 10:30AM-11:45AM
CHE 260 LEC 1,Principles of Chemical Engineering,16W,Qandeel Almas,3.0,MW 12:00PM-1:15PM
CHE 262 LEC 1,Particle Science and Engineering,16W,Muhammad Faheem,3.0,TR 5:00PM-6:15PM
CHE 300A LAB 1,Chemical Engineering Lab II,16W,Faheem Hassan Akhtar,1.0,W 11:00AM-1:50PM
CHE 302 LEC 1,Air Pollution,16W,Shahana Khurshid,3.0,TR 12:00PM-1:15PM
CHE 320 LEC 1,Separation Processes,16W,Tauqeer Abbas,3.0,TR 9:00AM-10:15AM
CHE 330 LEC 1,Math Methods in Chemical Engineering II,16W,Usman Bin Shahid,3.0,MW 9:00AM-10:15AM
CHE 352 LEC 1,Heat and Mass Transfer,16W,Ali Rauf,3.0,TR 3:00PM-4:15PM
CHE 401 LEC 1,Chemical Process Design,16W,Qandeel Almas,4.0,TR 2:00PM-3:15PM
CHE 401 LAB 1,Chemical Process Design,16W,Qandeel Almas,4.0,F 2:00PM-4:50PM
CHE 401A LAB 1,Chemical Engineering Lab - V,16W,"Qandeel Almas
Usman Bin Shahid",1.0,R 8:00AM-10:50AM
CHE 401B LAB 1,Chemical Engineering Lab - VI,16W,"Qasim Imtiaz
Ali Rauf",1.0,T 8:00AM-10:50AM
CHE 415 LEC 1,"Renewable Energy: Fundamentals, Applications,
and Economics",16W,Tauqeer Abbas,3.0,TR 2:00PM-3:15PM
CHE 422 LEC 1,Chemical Process Safety,16W,Faheem Hassan Akhtar,2.0,MW 10:00AM-10:50AM
CHE 710 LEC 1,Transport Processes in the Environment,16W,Shahana Khurshid,3.0,TR 8:00AM-9:15AM
CHEM 101 LEC 1,Principles of Chemistry,16W,Habib-ur- Rehman,3.0,MW 3:30PM-4:45PM
CHEM 101 LEC 2,Principles of Chemistry,16W,Basit Yameen,3.0,TR 5:00PM-6:15PM
CHEM 221 LEC 1,Molecular Symmetry I,16W,Muhammad Zaheer,3.0,TR 5:00PM-6:15PM
CHEM 231 LEC 1,Fundamentals of Organic Chemistry,16W,Irshad Hussain,3.0,MW 3:00PM-4:15PM
CHEM 314 LEC 1,Quantum Chemistry,16W,Habib-ur- Rehman,3.0,MW 10:00AM-11:15AM
CHEM 324 LEC 1,Inorganic Chemistry I,16W,Ghayoor Abbas Chotana,3.0,TR 2:00PM-3:15PM
CHEM 332 LEC 1,Chemistry of the Organic Functional Groups,16W,Muhammad Saeed,3.0,TR 10:30AM-11:45AM
CHEM 342 LEC 1,Analytical Chemistry I,16W,"Muhammad Saeed
Muhammad Zaheer",3.0,MW 8:00AM-9:15AM
CHEM 410 LAB 1,Physical Chemistry Lab,16W,Salman Noshear Arshad,2.0,F 3:00PM-5:50PM
CHEM 410 LEC 1,Physical Chemistry Lab,16W,Salman Noshear Arshad,2.0,F 12:00PM-12:50PM
CHEM 430 LAB 1,Organic Chemistry Lab II,16W,Muhammad Saeed,2.0,F 9:00AM-11:50AM
CHEM 430 LEC 1,Organic Chemistry Lab II,16W,Muhammad Saeed,2.0,F 8:00AM-8:50AM
CHEM 516 LEC 1,Characterization Techniques for Materials,16W,Salman Noshear Arshad,3.0,TR 11:00AM-12:15PM
CHEM 521 LEC 1,Advanced Inorganic Chemistry I,16W,Ghayoor Abbas Chotana,3.0,TR 9:00AM-10:15AM
CHEM 531 LEC 1,Advanced Organic Chemistry I,16W,Irshad Hussain,3.0,MW 1:00PM-2:15PM
CHEM 532 LEC 1,Chemistry of Biomolecule,16W,Muhammad Saeed,3.0,MW 10:00AM-11:15AM
CHEM 721 LEC 1,Selected Topics in Inorganic Chemistry,16W,Ghayoor Abbas Chotana,3.0,MW 9:00AM-10:15AM
CHEM 731 LEC 1,Selected Topics in Organic Chemistry,16W,Irshad Hussain,3.0,MW 1:00PM-2:15PM
CLCA 1000 LEC 1,Engaging with Texts and Contexts,16W,"Fatima Fayyaz
Maryam Wasif Khan",4.0,TR 10:00AM-11:50AM
CLCA 2119 LEC 1,Mechanics of Fiction,16W,Bilal Tanweer,4.0,MW 12:00PM-1:50PM
CLCA 2122 LEC 1,Urdu Afsana,16W,Zia Ul Hassan,4.0,TR 4:30PM-6:20PM
CLCA 2133 LEC 1,Fountain of the Sun: Rumi’s Masnavi and Divan,16W,Fatima Fayyaz,4.0,TR 1:30PM-3:20PM
CLCA 2222 LEC 1,The Critical Lens: The Art of Filmmaking,16W,Raja Mohammad Tabish Habib,4.0,MW 2:00PM-3:50PM
CLCA 2523 LEC 1,Introduction to Illustrative Storytelling,16W,,4.0,MW 10:00AM-11:50AM
CLCA 3123 LEC 1,Aag ka Darya: A Close Reading,16W,Nasir Abbas,4.0,MW 4:00PM-5:50PM
CLCA 3211 LEC 1,Film and Screen Studies Research Seminar,16W,Zebunnisa Hamid,4.0,TR 12:00PM-1:50PM
CLCA 3324 LEC 1,The Craft of Translation,16W,Bilal Tanweer,4.0,TR 2:00PM-3:50PM
CLCA 3325 LEC 1,Life Writing and the Multilingual Self,16W,Usama Mumtaz Lali,4.0,MW 8:00AM-9:50AM
CS 100 LEC 1,Computational Problem Solving,16W,"Maryam Mustafa
Shafay Shamail",3.0,TR 4:00PM-4:50PM
CS 100 LEC 2,Computational Problem Solving,16W,"Maryam Mustafa
Shafay Shamail",3.0,MW 12:00PM-12:50PM
CS 100 LAB 1,Computational Problem Solving,16W,"Maryam Mustafa
Shafay Shamail",3.0,M 8:00AM-10:50AM
CS 100 LAB 2,Computational Problem Solving,16W,"Maryam Mustafa
Shafay Shamail",3.0,F 2:00PM-4:50PM
CS 200 LEC 1,Introduction to Programming,16W,Zartash Afzal Uzmi,4.0,MW 10:00AM-11:15AM
CS 200 LEC 2,Introduction to Programming,16W,Zartash Afzal Uzmi,4.0,TR 10:00AM-11:15AM
CS 200 LAB 1,Introduction to Programming,16W,Zartash Afzal Uzmi,4.0,M 1:00PM-3:50PM
CS 200 LAB 2,Introduction to Programming,16W,Zartash Afzal Uzmi,4.0,F 10:00AM-12:50PM
CS 202 LEC 1,Data Structures,16W,"Waqar Ahmad
Muhammad Sohaib Ayub",3.0,TR 10:00AM-11:15AM
CS 210 LEC 1,Discrete Mathematics,16W,Malik Jahan Khan,4.0,TR 1:00PM-2:50PM
CS 210 LEC 2,Discrete Mathematics,16W,Malik Jahan Khan,4.0,TR 3:00PM-4:50PM
CS 225 LEC 1,Fundamentals of Computer Systems,16W,Muhammad Jahangir Ikram,4.0,TR 8:00AM-9:50AM
CS 225 LEC 2,Fundamentals of Computer Systems,16W,Muhammad Adeel Ahmed Pasha,4.0,TR 4:00PM-5:50PM
CS 310 LEC 1,Algorithms,16W,Imdad ullah khan,3.0,TR 1:30PM-2:45PM
CS 334 LEC 1,Principles and Techniques of Data Science,16W,Ihsan Ayyub Qazi,3.0,TR 12:00PM-1:15PM
CS 340 LEC 1,Databases,16W,"Asim Karim
Basit Shafiq",3.0,MW 9:00AM-10:15AM
CS 340 LEC 2,Databases,16W,"Asim Karim
Basit Shafiq",3.0,TR 9:00AM-10:15AM
CS 370 LEC 1,Operating Systems,16W,"Naveed Anwar Bhatti
Muhammad Hammad Alizai",3.0,MW 10:00AM-11:15AM
CS 370 LEC 2,Operating Systems,16W,"Naveed Anwar Bhatti
Muhammad Hammad Alizai",3.0,MW 4:00PM-5:15PM
CS 436 LEC 1,Computer Vision Fundamentals,16W,Murtaza Taj,3.0,TR 12:00PM-1:15PM
CS 452 LEC 1,Computer Graphics,16W,Murtaza Taj,3.0,TR 5:00PM-6:15PM
CS 4602 SEM 1,Coding for Careers,16W,Maryam Abdul Ghafoor,3.0,F 9:30AM-10:45AM
CS 4602 SEM 2,Coding for Careers,16W,Mobin Javed,3.0,F 9:30AM-10:45AM
CS 4602 SEM 1a,Coding for Careers,16W,Mobin Javed,3.0,F 11:00AM-12:15PM
CS 4602 SEM 2a,Coding for Careers,16W,Maryam Abdul Ghafoor,3.0,F 11:00AM-12:15PM
CS 487 LEC 1,Cloud Development,16W,,3.0,TR 10:00AM-11:15AM
CS 501 LEC 1,Applied Probability,16W,Momin Ayub Uppal,3.0,TR 3:00PM-4:15PM
CS 535 LEC 1,Machine Learning,16W,Agha Ali Raza,3.0,MW 12:00PM-1:15PM
CS 535 LEC 2,Machine Learning,16W,Agha Ali Raza,3.0,MW 1:30PM-2:45PM
CS 553 LEC 1,Computer Graphics,16W,Murtaza Taj,3.0,MW 9:30AM-10:45AM
CS 5602 LEC 1,Game Design and Development,16W,Salman Arif,3.0,MW 5:00PM-6:15PM
CS 582 LEC 1,Distributed Systems,16W,Zafar Ayyub Qazi,3.0,MW 12:00PM-1:15PM
CS 6303 LEC 1,"Topics in Large Language Models: Systems,
Applications and Impacts",16W,"Ihsan Ayyub Qazi
Zafar Ayyub Qazi",3.0,MW 3:00PM-4:15PM
CS 682 LEC 1,Topics in Computer and Network Security,16W,Muhammad Fareed Zaffar,3.0,TR 3:00PM-4:15PM
DISC 112 LEC 1,Computer and Problem Solving,16W,Humbal Tariq,4.0,MW 8:00AM-9:15AM
DISC 112 LAB 1,Computer and Problem Solving,16W,Humbal Tariq,4.0,F 9:00AM-11:50AM
DISC 203 LEC 1,Probability and Statistics,16W,Ijaz Haider Naqvi,3.0,TR 9:30AM-10:45AM
DISC 203 LEC 2,Probability and Statistics,16W,Ijaz Haider Naqvi,3.0,TR 11:00AM-12:15PM
DISC 203 LEC 3,Probability and Statistics,16W,Ijaz Haider Naqvi,3.0,TR 12:30PM-1:45PM
DISC 203 LEC 4,Probability and Statistics,16W,,3.0,MW 5:00PM-6:15PM
DISC 203 LEC 5,Probability and Statistics,16W,,3.0,TR 5:00PM-6:15PM
DISC 212 LEC 1,Introduction to Management Science,16W,Kamran Rashid,3.0,MW 9:30AM-10:45AM
DISC 212 LEC 2,Introduction to Management Science,16W,Kamran Rashid,3.0,MW 11:00AM-12:15PM
DISC 212 LEC 3,Introduction to Management Science,16W,,3.0,TR 8:00AM-9:15AM
DISC 212 LEC 4,Introduction to Management Science,16W,,3.0,TR 9:30AM-10:45AM
DISC 212 LEC 5,Introduction to Management Science,16W,,3.0,TR 11:00AM-12:15PM
DISC 231 LEC 1,Operations Management,16W,Hassan Rauf Chaudhry,3.0,MW 2:00PM-3:15PM
DISC 320 LEC 1,Qualitative and Quantitative Methods in Business,16W,,3.0,MW 3:30PM-4:45PM
DISC 320 LEC 2,Qualitative and Quantitative Methods in Business,16W,,3.0,MW 5:00PM-6:15PM
DISC 321 LEC 1,Decision Analysis,16W,Sheikh Attique Ur Rehman,4.0,MW 9:00AM-10:50AM
DISC 321 LEC 2,Decision Analysis,16W,Sheikh Attique Ur Rehman,4.0,MW 12:30PM-2:20PM
DISC 322 LEC 1,Optimization Methods in Management Science,16W,Kamran Rashid,3.0,MW 12:30PM-1:45PM
DISC 322 LEC 2,Optimization Methods in Management Science,16W,Kamran Rashid,3.0,MW 2:00PM-3:15PM
DISC 323 LEC 1,Decision Behaviour,16W,Shoaib Amjad Hussain,3.0,TR 2:00PM-3:15PM
DISC 323 LEC 2,Decision Behaviour,16W,Shoaib Amjad Hussain,3.0,TR 3:30PM-4:45PM
DISC 323 LEC 3,Decision Behaviour,16W,Sheikh Attique Ur Rehman,3.0,TR 12:30PM-1:45PM
DISC 327 LEC 1,Risk Management Process,16W,Ahmed Majeed Khan,3.0,TR 5:00PM-6:15PM
DISC 331 LEC 1,Project Management,16W,Zehra Waheed,3.0,MW 9:30AM-10:45AM
DISC 333 LEC 1,Supply Chain and Logistics Management,16W,Ahsan Umar,3.0,TR 5:00PM-6:15PM
DISC 420 LEC 1,Business Analytics,16W,Maheen Aamir Syed,3.0,TR 12:30PM-1:45PM
DISC 420 LEC 2,Business Analytics,16W,Maheen Aamir Syed,3.0,TR 2:00PM-3:15PM
DISC 7005 LEC 1,Applied Statistics,16W,Ussama Yaqub,3.0,R 3:00PM-6:00PM
DISC 8402 SEM 1,Seminar in Supply Chain Analysis,16W,Sheikh Attique Ur Rehman,3.0,F 2:00PM-5:00PM
DISC 8502 LEC 1,"Seminar in Technology and Innovation
Management",16W,Muhammad Adeel Zaffar,3.0,R 12:30PM-3:30PM
ECON 100 LEC 1,Principles of Economics,16W,Nadia Mukhtar Sayed,4.0,MW 9:30AM-11:20AM
ECON 111 LEC 1,Principles of Microeconomics,16W,Faisal Bari,4.0,TR 4:00PM-5:15PM
ECON 111 LEC 2,Principles of Microeconomics,16W,Faisal Bari,4.0,TR 10:00AM-11:15AM
ECON 111 LEC 3,Principles of Microeconomics,16W,Faisal Bari,4.0,TR 12:30PM-1:45PM
ECON 111 RAC 1,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,M 10:00AM-10:50AM
ECON 111 RAC 2,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,M 11:00AM-11:50AM
ECON 111 RAC 3,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,M 12:00PM-12:50PM
ECON 111 RAC 4,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,W 11:00AM-11:50AM
ECON 111 RAC 5,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,W 12:00PM-12:50PM
ECON 111 RAC 6,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,W 10:00AM-10:50AM
ECON 111 RAC 7,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,F 11:00AM-11:50AM
ECON 111 RAC 8,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,F 9:00AM-9:50AM
ECON 111 RAC 9,Principles of Microeconomics,16W,Ayesha Karim Malik,4.0,F 10:00AM-10:50AM
ECON 121 LEC 1,Principles of Macroeconomics,16W,Kashif Zaheer Malik,4.0,MW 12:00PM-1:15PM
ECON 121 LEC 2,Principles of Macroeconomics,16W,Kashif Zaheer Malik,4.0,MW 10:30AM-11:45AM
ECON 121 LEC 3,Principles of Macroeconomics,16W,Sheraz Latif Malik,4.0,TR 10:30AM-11:45AM
ECON 121 RAC 1,Principles of Macroeconomics,16W,Anum Fatima,4.0,W 4:00PM-4:50PM
ECON 121 RAC 2,Principles of Macroeconomics,16W,Anum Fatima,4.0,W 3:00PM-3:50PM
ECON 121 RAC 3,Principles of Macroeconomics,16W,Anum Fatima,4.0,W 2:00PM-2:50PM
ECON 121 RAC 4,Principles of Macroeconomics,16W,Anum Fatima,4.0,R 2:00PM-2:50PM
ECON 121 RAC 5,Principles of Macroeconomics,16W,Anum Fatima,4.0,R 4:30PM-5:20PM
ECON 121 RAC 6,Principles of Macroeconomics,16W,Anum Fatima,4.0,R 3:00PM-3:50PM
ECON 121 RAC 7,Principles of Macroeconomics,16W,,4.0,F 10:00AM-10:50AM
ECON 121 RAC 8,Principles of Macroeconomics,16W,,4.0,F 11:00AM-11:50AM
ECON 121 RAC 9,Principles of Macroeconomics,16W,,4.0,W 9:00AM-9:50AM
ECON 211 LEC 1,Intermediate Microeconomics,16W,Ayesha Ali,4.0,MW 10:00AM-11:50AM
ECON 211 LEC 2,Intermediate Microeconomics,16W,Ayesha Ali,4.0,TR 10:00AM-11:50AM
ECON 221 LEC 1,Intermediate Macroeconomics,16W,Daniyal Khan,4.0,TR 10:00AM-11:50AM
ECON 221 LEC 2,Intermediate Macroeconomics,16W,Daniyal Khan,4.0,TR 2:00PM-3:50PM
ECON 230 LEC 1,Statistics and Data Analysis,16W,Rabia Khan,4.0,TR 12:00PM-1:30PM
ECON 230 LEC 2,Statistics and Data Analysis,16W,Usman Elahi,4.0,MW 2:00PM-3:30PM
ECON 230 LEC 3,Statistics and Data Analysis,16W,Usman Elahi,4.0,MW 11:00AM-12:30PM
ECON 230 LAB 1,Statistics and Data Analysis,16W,Rimsha Arif,4.0,T 2:00PM-2:50PM
ECON 230 LAB 2,Statistics and Data Analysis,16W,Rimsha Arif,4.0,T 5:00PM-5:50PM
ECON 230 LAB 3,Statistics and Data Analysis,16W,Eeman Shehzad Qureshi,4.0,R 5:00PM-5:50PM
ECON 230 LAB 4,Statistics and Data Analysis,16W,Eeman Shehzad Qureshi,4.0,T 3:00PM-3:50PM
ECON 230 LAB 5,Statistics and Data Analysis,16W,Eeman Shehzad Qureshi,4.0,W 4:00PM-4:50PM
ECON 230 LAB 6,Statistics and Data Analysis,16W,Eeman Shehzad Qureshi,4.0,R 3:00PM-3:50PM
ECON 233 LEC 1,Introduction to Game Theory,16W,Lyyla Khalid,4.0,MW 10:00AM-11:50AM
ECON 233 LEC 2,Introduction to Game Theory,16W,Lyyla Khalid,4.0,TR 10:00AM-11:50AM
ECON 240 LEC 1,Development Economics,16W,Nadia Mukhtar Sayed,4.0,TR 3:00PM-4:50PM
ECON 247 LEC 1,Sectors and Policy in Development,16W,Hadia Majid,4.0,MW 10:00AM-11:50AM
ECON 261 LEC 1,Principles of Finance,16W,Sheraz Latif Malik,4.0,TR 12:00PM-1:50PM
ECON 262 LEC 1,Mathematical Applications in Economics,16W,Mushtaq Ahmad Khan,4.0,MW 10:00AM-11:50AM
ECON 323 LEC 1,Economic History of South Asia,16W,Fahd Ali,4.0,TR 12:00PM-1:50PM
ECON 330 LEC 1,Econometrics,16W,Farah Said,4.0,MW 10:00AM-11:30AM
ECON 330 LEC 2,Econometrics,16W,Muhammad Farooq Naseer,4.0,TR 10:00AM-11:30AM
ECON 330 LAB 1,Econometrics,16W,Rabia Khan,4.0,F 11:00AM-11:50AM
ECON 330 LAB 2,Econometrics,16W,Rabia Khan,4.0,F 12:00PM-12:50PM
ECON 330 LAB 3,Econometrics,16W,Yushma Umar,4.0,W 5:00PM-5:50PM
ECON 330 LAB 4,Econometrics,16W,Yushma Umar,4.0,W 2:00PM-2:50PM
ECON 3402 LEC 1,Gender Economics,16W,Hana Zahir,4.0,TR 4:00PM-5:50PM
ECON 343 LEC 1,Agriculture and Food Policy,16W,Abid Aman Burki,4.0,TR 2:00PM-3:50PM
ECON 3603 LEC 1,"Money and Monetary Policy: Applications to
Pakistan",16W,,4.0,MW 10:00AM-11:50AM
ECON 363 LEC 1,Economics of Investment and Finance,16W,Mohammad Usman Khan,4.0,MW 9:30AM-11:20AM
ECON 4102 LEC 1,Gender and the Labor Market,16W,Hadia Majid,4.0,TR 10:00AM-11:50AM
ECON 427 LEC 1,Computational Macroeconomics,16W,Syed Zahid Ali,4.0,MW 10:00AM-11:50AM
